ALLSKY_KT,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M,T2M,RH2M,PS
0.52,2.94,3.82,4.29,18.93,61.81,100.5
0.52,2.99,3.19,4.4,18.03,48.06,100.02
0.7,3.95,3.95,5.75,17.4,57.88,100.53
0.73,4.11,4.09,2.35,17.92,55.31,101
0.71,3.94,3.89,3.48,17.83,55.88,101.01
0.65,3.6,3.75,5.22,19.14,47.69,100.73
0.62,3.42,3.7,1.97,19.19,61.5,100.83
0.63,3.43,3.65,1.16,20.11,52.06,100.69
0.52,2.82,3.61,1.59,19.14,51.12,100.76
0.7,3.73,3.7,2.45,18.15,51.81,101.25
0.7,3.74,3.7,1.53,18.87,45.69,101.53
0.7,3.71,3.68,2.9,19.19,45.12,101.52
0.68,3.56,3.51,2.91,18.98,42.88,101.56
0.56,2.93,3.46,1.46,19.23,59.56,101.7
0.48,2.5,3.35,2.36,19.18,75.75,101.52
0.23,1.18,3.19,2.09,18.97,75.94,101.21
0.55,2.83,3.31,2.4,19.23,74.5,100.86
0.6,3.05,3.42,2.23,19.21,64.5,100.38
0.62,3.11,3.37,4.57,18.67,45.69,100.14
0.55,2.76,2.95,3.89,20.05,39.62,100.27
0.3,1.5,2.16,6.02,21.28,39.06,100.13
0.7,3.43,3.41,5.9,16.79,62.75,100.14
0.65,3.21,3.32,5.76,16.12,58.06,99.93
0.64,3.16,3.37,4.84,16.13,68.88,100.3
0.71,3.46,3.4,4.01,15.47,58.31,100.92
0.72,3.49,3.44,3.77,15.37,50.38,101.17
0.69,3.32,3.44,2.82,13.57,59.25,101.35
0.7,3.38,3.44,5.07,12.42,52.62,101.01
0.54,2.57,3.02,5.16,12.79,63.56,101.21
0.55,2.64,3.33,4.51,11.98,67.75,100.66
0.41,1.92,3.07,7.92,12.45,74.19,100.64
0.32,1.53,3.19,5.21,12.69,71.88,101.45
0.73,3.45,3.43,3.34,13.26,66.69,101.88
0.73,3.43,3.39,4.53,11.73,63.69,101.88
0.52,2.46,3.13,3.42,12.13,61.38,101.61
0.6,2.85,3.12,3.72,12.65,58.88,101.09
0.71,3.33,3.3,4.34,11.43,57.88,100.94
0.69,3.22,3.21,3.67,11.91,62.62,101.12
0.52,2.45,3.17,3.58,11.28,76.69,101.53
0.64,3,3.24,2.89,13.33,77.5,101.91
0.65,3.02,3.27,2.5,13.9,73.31,102.16
0.72,3.35,3.33,1.83,13.26,73.12,102.25
0.71,3.35,3.35,2.21,12.71,70,102.56
0.68,3.2,3.28,2.14,12.3,64,102.54
0.7,3.32,3.3,3.48,11.59,66.69,102.3
0.7,3.31,3.31,2.9,10.9,62.5,102.03
0.53,2.5,3.03,3.56,11.94,66.94,101.73
0.69,3.25,3.29,4.23,11.15,65.31,101.54
0.66,3.1,3.07,7.52,10.2,62.44,100.66
0.33,1.55,3.25,2.43,9.9,68.38,100.97
0.62,2.96,3.32,6.15,8.42,63.5,101.44
0.4,1.89,3.26,4.73,5.65,71.94,101.58
0.43,2.04,3.21,6.13,6.64,75.69,101.84
0.64,3.07,3.37,3.65,7.94,74.31,102.59
0.72,3.46,3.44,3.78,8.83,75.12,102.92
0.73,3.54,3.5,6.55,9.79,64.69,102.31
0.72,3.47,3.47,3.95,10.85,74.62,102.12
0.73,3.56,3.53,3.66,9.73,75.94,102.2
0.68,3.32,3.43,1.85,9.56,70.56,102.42
0.67,3.32,3.42,1.71,10.37,58.94,102.86
0.7,3.48,3.55,2.16,10.62,69.62,103.26
0.73,3.62,3.61,4.34,10.89,60.94,102.66
0.74,3.68,3.67,4.31,10.84,51.88,102
0.71,3.56,3.77,3.22,11.64,72.06,102.45
0.74,3.75,3.74,3.15,10.69,74.12,102.5
0.66,3.36,3.45,5.07,11.28,66.88,102
0.69,3.52,3.53,2.63,11.51,61.06,101.89
0.68,3.48,3.59,3.02,14.11,55.44,101.44
0.48,2.48,3.5,1.85,10.62,78.12,101.15
0.51,2.64,3.54,2.94,10.23,72.69,100.93
0.58,3.02,3.76,2.53,9.65,55.12,100.7
0.7,3.66,3.77,2.87,10.51,54,100.33
0.73,3.91,3.86,2.91,9.9,63.62,100.62
0.64,3.44,3.86,5.43,9.95,60.44,100.25
0.64,3.46,3.85,5.91,9.08,63.62,100.4
0.65,3.55,3.8,4.45,9.84,62.88,100.88
0.58,3.17,3.89,5.57,9.28,58.19,100.81
0.37,2.04,3.83,3.59,8.57,66.12,100.87
0.65,3.6,3.99,4.38,9.73,65.94,101.32
0.45,2.55,3.93,4.97,10.22,64.38,101.02
0.65,3.67,4.1,4.11,10.21,67,100.85
0.54,3.06,3.88,7.02,11.66,64.88,99.78
0.62,3.56,3.62,8.87,15.48,64.31,99.14
0.65,3.79,4.31,5.88,13.06,51.38,99.87
0.73,4.28,4.4,5.53,9.15,51.19,100.78
0.75,4.43,4.41,6.23,9.6,41.38,100.46
0.69,4.11,4.31,4.55,12.24,36.81,99.83
0.65,3.93,4.47,5.66,10.18,47.94,99.79
0.74,4.53,4.53,6.42,8.08,47.44,100.66
0.71,4.36,4.46,3.58,9.3,42.62,101.16
0.73,4.5,4.52,2.4,9.66,54.56,101.07
0.67,4.19,4.47,5.02,8.97,63.94,101.2
0.74,4.68,4.68,2.74,8.75,55.69,101.81
0.7,4.43,4.65,1.49,10.87,48.88,101.74
0.69,4.44,4.56,3,11.41,71.88,101.31
0.59,3.86,4.37,3.41,12.12,86.44,101.27
0.55,3.55,4.57,1.84,12.36,74.62,101.16
0.58,3.82,4.58,2.77,11.96,65.06,100.89
0.46,3.04,4.67,2.5,12.73,63.19,100.54
0.46,3.09,4.93,1.67,11.1,69.38,100.79
0.55,3.69,4.89,2.33,11.12,75.81,101.38
0.46,3.17,4.83,4.8,11.73,83.12,101.77
0.17,1.17,4.7,5.52,12.4,81.56,101.51
0.2,1.33,3.82,2.42,11.85,80.56,100.13
0.31,2.19,5.12,5.95,9.64,83.25,99.39
0.68,4.8,5.26,5.88,10.33,66.81,100.42
0.7,5.04,5.31,5.83,10.84,56.06,100.71
0.71,5.14,5.44,4.93,10.44,56.69,100.61
0.35,2.56,5.18,4.34,10.04,74.5,100.39
0.73,5.34,5.42,3.67,12.01,58.38,100.73
0.3,2.2,5.19,2.9,10.4,78.81,100.92
0.64,4.74,5.49,2.55,11.15,61.44,101.69
0.73,5.44,5.47,2.89,11.99,61.19,101.98
0.73,5.51,5.54,4.26,14.69,54.94,102.04
0.73,5.52,5.52,5.08,15.73,50.69,101.67
0.52,3.97,5.88,4.7,13.3,49.81,101.14
0.59,4.6,5.66,4.66,11.37,56.44,101.52
0.49,3.83,5.61,5.06,10.26,58.31,101.63
0.53,4.16,5.65,2.27,8.92,68,101.23
0.37,2.92,5.74,4.23,10.52,72.75,101.42
0.59,4.66,5.76,2.78,10.56,71.44,101.85
0.73,5.93,6,3.6,11.89,61.81,101.87
0.71,5.75,5.95,4.42,13.9,51.12,101.28
0.72,5.91,5.94,2.88,12.44,73.06,101.34
0.72,5.91,5.89,3.55,13.51,71.44,101.32
0.55,4.59,5.65,3.03,15.58,67.44,100.68
0.62,5.17,5.32,2.47,16.03,69.88,100.68
0.69,5.78,6.15,3.16,14.39,75.81,101.23
0.72,6.1,6.28,3.59,13.53,74.81,101.34
0.73,6.22,6.37,4.37,13.4,78.56,101.1
0.48,4.12,6,6.17,14.83,85.12,100.8
0.34,2.98,5.5,3.34,15.84,82.56,100.42
0.71,6.19,6.24,4.42,17.01,52,100.25
0.68,5.96,6.16,3.84,16.18,72.5,100.54
0.28,2.49,4.79,3.88,17.44,77.88,99.42
0.67,6.01,6.42,3.7,17.26,54.69,99.36
0.56,5.03,6.27,4.97,14.44,65.31,99.85
0.7,6.36,6.7,4.99,14.58,56.88,100.78
0.76,6.89,6.89,5.33,14.78,55,100.99
0.65,5.89,6.9,2.8,15.23,63.69,101.27
0.6,5.55,6.81,3.12,18.38,49.69,101.35
0.71,6.54,6.97,3.05,20.17,48.44,101.46
0.75,6.96,7.03,1.85,19.9,52.44,101.4
0.76,7.09,7.17,2.66,15.87,57.19,101.5
0.73,6.94,7.17,1.28,17.11,54.25,101.22
0.65,6.14,6.7,3.04,18.8,48.5,100.66
0.7,6.62,6.95,3.87,16.75,63.62,100.32
0.55,5.26,6.85,4.86,15.68,67.94,100.87
0.66,6.37,6.76,7.08,14.01,54.25,101.4
0.75,7.26,7.41,4.79,12.37,54.69,102.06
0.77,7.5,7.57,3.45,12.35,60.31,102.18
0.75,7.3,7.4,2.22,14.06,60,102.27
0.74,7.27,7.41,2.46,15.98,59.38,101.96
0.73,7.26,7.41,2.77,16.8,60.88,101.84
0.74,7.37,7.37,2.41,16.94,66.44,101.99
0.73,7.23,7.5,2.12,16.76,60.75,102.03
0.76,7.56,7.56,2.22,17.56,54.88,101.7
0.73,7.26,7.27,2.2,20.49,36.56,101.4
0.66,6.74,6.89,3.1,23.69,24.56,100.96
0.49,5.03,6.47,2.54,20.34,52.81,100.83
0.65,6.61,7.11,2.09,23.19,44.69,100.65
0.6,6.15,6.34,4.42,18.81,70.44,101.11
0.7,7.13,7.2,4.59,17.68,68.81,101.52
0.53,5.47,7.1,3.48,17.7,66.38,101.7
0.65,6.73,7.02,2.32,19.62,61.81,101.22
0.61,6.33,6.95,3.16,21.1,61.19,100.81
0.68,7.11,7.5,4.2,18.52,74.44,100.91
0.62,6.48,7.04,4.11,19.27,73.25,100.62
0.63,6.67,7.34,3.05,21.31,63.56,100.22
0.75,7.96,8.1,2.21,20.45,61.75,100.96
0.71,7.53,7.7,3.91,19.64,68.12,101.3
0.7,7.51,7.86,3.96,19.68,65.94,101.34
0.73,7.71,7.9,3.24,21.16,60.38,101.31
0.71,7.56,7.78,2.15,25.53,42.19,100.93
0.7,7.47,7.82,2.35,27.62,35.56,100.78
0.73,7.8,7.96,1.69,30.4,25.62,100.67
0.7,7.6,7.83,1.6,29.85,27.75,100.64
0.7,7.58,7.92,1.77,29.31,32.38,100.68
0.7,7.53,7.82,3.95,24.26,56,101.02
0.71,7.76,7.88,2.53,25.98,51.44,100.88
0.73,8.05,8.32,4.88,24.85,46.62,101.18
0.76,8.27,8.36,4.49,23.08,49.25,101.47
0.76,8.29,8.48,2.23,22.86,48.25,101.64
0.72,7.91,8.31,2.52,22.77,54.81,101.62
0.73,8.1,8.45,2.39,22.02,49.56,101.72
0.71,7.88,7.96,1.52,24.94,32.88,101.26
0.69,7.66,7.95,4.06,27.55,24.44,100.62
0.67,7.44,8.12,5.84,21.76,50.62,100.78
0.55,6.2,7.99,4.62,21.26,49.38,100.83
0.7,7.77,7.97,4.23,23.41,51.88,100.66
0.7,7.82,8.01,2.91,26.05,42.62,100.55
0.48,5.44,7.68,2.71,28.21,32,100.31
0.62,6.94,7.25,8.4,21.83,53,100.76
0.75,8.46,8.57,4.43,20.24,43.56,101.16
0.67,7.56,8.3,3.42,20.16,53.88,101.04
0.7,7.86,7.92,5.16,20.93,57.81,100.79
0.66,7.43,7.63,7.73,20.94,63.69,100.38
0.61,6.88,7.65,5.36,21.37,60.94,100.47
0.71,8.03,8.45,2.94,23.31,47.19,100.91
0.74,8.43,8.68,3.11,22.08,46.31,101.23
0.7,8.03,8.18,4.02,22.52,53.94,101.03
0.6,6.88,7.45,5.47,22.25,57.94,100.73
0.68,7.72,8.24,4.25,21.87,62.69,101.01
0.68,7.73,8.4,3.45,21.8,65.25,101.07
0.73,8.4,8.53,3.8,21.23,63.94,101.25
0.74,8.47,8.59,4.35,21.62,64,101.38
0.69,7.9,8.47,4.75,22.82,60.19,101.2
0.74,8.47,8.64,3.64,23.42,60,101.11
0.71,8.19,8.32,2.85,24.32,55.5,101.19
0.62,7.07,8.14,3.19,23.83,63.62,101.29
0.63,7.23,8.13,2.22,25.7,52.75,100.99
0.62,7.13,8.1,2.73,27.28,47.5,100.68
0.62,7.2,8.15,2.84,26.47,60.12,100.8
0.59,6.83,7.89,4.04,27.23,59.44,100.73
0.69,7.88,7.96,5.58,29.5,56.12,100.25
0.59,6.71,7.26,3.55,30.14,40.12,99.94
0.7,8.1,8.2,5.43,25.88,62,100.6
0.66,7.64,7.9,4.78,24.96,71.62,100.74
0.68,7.87,7.99,4.87,25,63.31,100.82
0.72,8.27,8.44,4.62,25.83,50.25,100.93
0.73,8.33,8.43,3.28,25.73,50,101.01
0.7,8.07,8.31,3.01,25.6,53.62,100.91
0.72,8.23,8.45,2.61,26.63,49.94,100.84
0.75,8.61,8.76,2.96,26.83,43.25,101
0.74,8.54,8.68,3.18,25.33,54.62,101.18
0.7,8.12,8.23,3.1,28.15,45.38,100.74
0.69,7.94,8.05,6.51,26.94,59.25,100.51
0.68,7.83,7.98,7.46,25.77,58,100.7
0.73,8.35,8.47,4.92,25.72,59.81,101.12
0.73,8.35,8.68,2.16,26.94,43.06,101.19
0.73,8.43,8.53,1.61,28.24,39.19,101.05
0.73,8.36,8.49,3.05,28.5,43.81,101.1
0.72,8.26,8.48,3.19,26.81,55.94,101.18
0.71,8.18,8.43,3.83,26.5,54.5,101.19
0.72,8.24,8.5,4.34,26.64,56.56,101.28
0.73,8.37,8.58,4.31,26.08,55.94,101.46
0.73,8.29,8.41,3.21,25.83,58.81,101.38
0.71,8.12,8.39,3.25,26.22,56.31,101.24
0.71,8.1,8.5,3.36,26.6,53.19,101.23
0.7,7.98,8.4,3.11,27.15,49.69,101.03
0.7,7.98,8.35,2.59,27.91,44.25,100.69
0.67,7.69,8.04,2.23,29.52,39.06,100.6
0.72,8.19,8.33,3.17,28.81,53.06,100.81
0.7,7.98,8.13,4.7,27.57,63.06,101.01
0.72,8.17,8.27,4.48,26.87,69.44,101.01
0.72,8.15,8.29,2.84,28.62,58.5,100.93
0.72,8.17,8.37,2.77,29.37,52.75,100.89
0.71,8.07,8.28,3.92,27.65,62.81,100.89
0.7,7.95,8.16,4.32,27.45,66.44,100.92
0.68,7.63,8.01,3.8,27.51,65.31,100.99
0.7,7.91,8.16,3.09,28.6,55.31,100.96
0.72,8.03,8.2,1.59,30.37,43.75,100.76
0.7,7.87,7.98,2.38,31.4,41.19,100.6
0.63,7.1,7.79,2.77,30.57,52,100.72
0.58,6.43,7.67,2.23,31.76,44.44,100.67
0.63,7.02,7.81,2.84,31.34,50.06,100.48
0.7,7.72,7.89,3.73,30.08,55.12,100.43
0.69,7.59,8.08,2.6,30.69,53.94,100.53
0.69,7.63,7.83,2.45,31.41,48,100.65
0.69,7.62,7.98,2.3,31.94,46.25,100.47
0.72,7.93,8,3.34,31.74,51.75,100.5
0.72,7.92,7.94,2.55,31.71,51.88,100.49
0.72,7.84,7.88,2.03,33.26,41.44,100.38
0.69,7.51,7.65,2.48,34.45,32.06,100.31
0.69,7.5,7.73,2.52,33.55,42.88,100.49
0.7,7.55,7.71,2.64,33.78,48.56,100.71
0.66,7.11,7.62,2.42,33.54,41.25,100.7
0.73,7.84,7.98,4.68,30.33,58.81,100.7
0.72,7.7,7.77,3.18,29.65,53.75,100.74
0.73,7.77,7.86,3.03,30.07,53.94,100.62
0.7,7.48,7.82,3.38,29.91,57.06,100.62
0.65,6.91,7.53,3.2,29.61,58.62,100.78
0.64,6.78,7.31,1.77,31.08,48.94,100.89
0.41,4.38,7.05,2.98,31.35,47.25,100.71
0.7,7.4,7.61,2.41,31.7,47.56,100.56
0.72,7.58,7.65,3.52,30.58,48.69,100.84
0.69,7.24,7.63,4.07,30.03,49.81,100.78
0.48,5.02,6.9,1.83,30.66,48.19,100.66
0.69,7.19,7.32,1.97,31.71,47.44,100.43
0.53,5.5,6.98,5.36,28.57,70.75,100.4
0.7,7.24,7.35,5.01,27.8,65.25,100.69
0.65,6.69,6.84,4.48,30.16,59.31,100.54
0.5,5.11,6.67,3.98,28.73,69.56,100.68
0.68,6.97,7.13,4.3,28.69,59.44,101.21
0.7,7.12,7.32,3.26,28.4,55.31,101.28
0.62,6.33,7.07,3.33,28.8,55.94,100.96
0.64,6.5,6.86,3.16,30.15,55.25,100.63
0.7,6.97,7,2.88,30.67,59.38,100.69
0.6,6,6.61,3.77,30.13,62.81,100.95
0.66,6.54,6.77,3.2,29.69,61.62,100.94
0.65,6.4,6.68,2.83,30.37,57.19,100.8
0.65,6.43,6.6,3.35,28.15,68.62,101
0.69,6.78,6.83,3.72,27.87,65.94,101.19
0.7,6.83,6.94,3.49,27.17,60.75,101.22
0.7,6.77,7.06,2.89,26.8,55.81,101.05
0.69,6.63,6.72,2.53,27.95,53.12,100.81
0.62,6.04,6.41,2.56,28.83,53.75,100.81
0.67,6.43,6.45,2.45,30.88,43,100.74
0.67,6.37,6.51,3.09,31.18,50.38,100.68
0.58,5.51,6.13,2.44,30.28,66.25,100.74
0.53,5.03,5.07,4.3,28.52,69.75,100.96
0.55,5.12,5.91,4.59,27.65,65.94,101
0.51,4.73,6.06,4.32,26.7,70.19,100.75
0.65,6.04,6.5,3.45,28.23,58.25,100.41
0.7,6.4,6.63,3.35,26.06,54.25,100.9
0.68,6.26,6.43,3.06,27.13,58.56,101.17
0.69,6.25,6.36,3.95,28.15,60.44,101.22
0.66,5.96,6.02,3.52,28.07,61.31,101.03
0.67,6.04,6.09,2.62,27.96,64.06,100.84
0.69,6.13,6.11,3.7,28.33,66.81,100.72
0.7,6.17,6.19,4.61,29.15,61.06,100.52
0.68,6.03,6.02,4.23,29.94,58.38,100.44
0.68,5.97,6.14,4.2,29.39,61.44,100.7
0.67,5.84,5.94,3.37,29.06,61.31,100.97
0.65,5.63,5.98,4.46,27.13,56.94,100.97
0.7,6.09,6.37,3.42,25.24,47.88,100.94
0.71,6.11,6.19,1.88,25.69,44.69,100.72
0.71,6.06,6.11,1.74,28.15,36.06,100.46
0.62,5.2,6.02,4.96,25.7,56.25,100.63
0.38,3.18,6,3.02,23.77,52.44,100.91
0.6,5.02,5.9,1.8,23.73,50.62,100.86
0.6,4.98,5.85,1.51,24.39,53.5,100.99
0.61,5,5.82,2.01,24.72,56.06,101.13
0.63,5.16,5.63,3.27,25.1,58.31,101.12
0.52,4.24,5.32,3.91,25.21,65.69,101.07
0.62,5,5.61,1.7,24.9,66.25,100.99
0.71,5.69,5.7,4.93,23.23,65.12,101.32
0.68,5.36,5.64,3.56,23.16,75.5,101.51
0.58,4.55,5.06,1.18,25.05,65.81,101.61
0.67,5.25,5.28,2.23,27.63,48.56,101.34
0.62,4.81,4.96,3.44,28.99,39.44,100.95
0.64,4.89,5.15,3.41,27.56,49.25,100.77
0.66,5.06,5.04,5.13,25.89,64.94,100.71
0.38,2.84,4.81,3.55,26.44,68.94,100.16
0.66,4.91,5.32,3.05,24.26,54.56,100.07
0.7,5.19,5.4,1.97,22.88,50.19,100.59
0.71,5.22,5.22,1.98,23.92,39.12,100.89
0.66,4.77,5.07,2.83,25.62,46.62,100.8
0.69,5.01,5.05,2.66,26.9,49.75,100.25
0.64,4.59,4.71,4.34,24.15,64.62,100.5
0.7,5.02,5.03,3.73,23.03,71.81,100.95
0.62,4.42,4.85,1.95,23.34,68.75,101.1
0.65,4.54,4.67,1.62,24.33,61.25,100.9
0.65,4.54,4.68,3.07,25.76,44.38,100.68
0.33,2.24,4.28,6.02,26.33,48.25,100.42
0.51,3.49,4.42,6.53,24.94,53.5,100.31
0.53,3.6,4.69,4.94,20.62,55.19,100.67
0.46,3.1,4.69,4.38,19.55,56.44,101.03
0.7,4.67,4.79,2.89,18.98,60,101.28
0.67,4.45,4.64,1.12,20.72,58.06,101.48
0.55,3.6,4.25,2.66,21.63,51.62,101.27
0.64,4.19,4.44,2.08,22.79,45.38,101.11
0.68,4.4,4.47,1.7,23.29,51.06,101.03
0.61,3.91,4.28,2.72,22.1,71.12,101.08
0.59,3.72,4.48,4.16,20.62,60.44,101.06
0.55,3.44,4.39,3.32,19.31,59.94,101.06
0.69,4.29,4.4,2.73,19.94,62.75,101.28
0.69,4.24,4.26,2.29,19.53,68.31,101.7
0.64,3.93,3.95,2.21,20.38,73.25,101.86
0.58,3.52,3.9,1.84,21.06,75.19,101.61
0.53,3.22,3.92,1.53,19.87,79.69,101.47
0.67,3.98,4.12,3.52,19.38,70.31,101.66
0.66,3.9,4.07,5.05,18.34,77.56,101.81
0.65,3.8,4,3.98,18.78,79.25,102.22
0.71,4.15,4.13,1.75,18.92,67.75,102.37
0.73,4.19,4.19,1.25,18.48,57.88,102.07
0.68,3.9,4.04,1.09,18.12,60.56,101.87
0.59,3.32,3.93,1.43,18.8,62.19,101.82
0.67,3.77,3.86,2.41,18.96,71,101.94
0.52,2.88,3.83,4.44,18.33,78.12,101.92
0.7,3.86,3.88,2.95,17.78,66.25,101.73
0.72,3.94,3.91,1.55,16.98,61.25,101.49
0.67,3.65,3.78,1,17.57,58.62,101.59
0.67,3.65,3.73,2.39,17.33,68.56,101.78
0.61,3.26,3.69,2.25,17.86,64.56,101.91
0.61,3.25,3.64,3.02,17.94,66.06,101.83
0.66,3.53,3.51,6.62,16.58,55.38,100.69
0.39,2.05,3.48,3.53,15.03,57.81,100.23
0.66,3.45,3.55,1.91,15.37,68.38,100.73
0.41,2.11,3.35,3.25,15.77,71.25,100.76
0.66,3.38,3.56,5.39,13.9,58.75,101.05
0.6,3.09,3.46,6.85,13.94,57.31,100.19
0.55,2.77,3.66,4.54,12.98,54.81,100.52
0.74,3.73,3.68,2.52,12.06,61.06,101.49
0.7,3.48,3.54,2.84,13.37,60.75,102.2
0.73,3.62,3.57,2.95,12.52,71.06,102.74
0.72,3.58,3.64,3.1,13.01,60,102.6
0.75,3.7,3.68,2.7,12.37,52.88,102.43
0.61,2.99,3.53,2.89,11.49,51.25,102.4
0.48,2.35,3.3,1.53,12.15,49.44,102.49
0.56,2.73,3.23,2.29,14.2,80.94,102.53
0.59,2.88,3.22,1.65,15.58,78.88,102.53
0.66,3.2,3.18,1.4,14.92,80.62,102.61
0.67,3.25,3.23,1.1,15.16,71.19,102.62
0.68,3.25,3.27,1.43,14.33,61.38,102.6
0.7,3.31,3.33,1.6,13.94,70.5,102.54
0.73,3.48,3.42,3.17,12.84,69.88,102.59
0.73,3.49,3.48,1.87,11.84,59.5,102.39
0.62,2.94,3.32,2.52,10.86,65.44,102
0.7,3.29,3.24,2.33,11.98,60.5,101.79
0.69,3.23,3.24,2.13,13.12,67.12,102.18
0.7,3.26,3.22,2.12,13.08,68.38,102.38
0.55,2.57,3.13,2.72,13.03,74,102.22
0.68,3.19,3.23,1.36,13.52,73.88,102.31
0.68,3.2,3.21,2.97,12.76,71.81,102.22
0.66,3.1,3.12,4.85,12.51,62.25,101.93
0.69,3.24,3.25,2.15,13.08,77.94,102.33
0.53,2.49,3.23,2.76,13.95,88.69,102.75
0.67,3.17,3.2,1.73,14.02,75.94,102.77
0.47,2.21,3.16,2.3,12.51,61.88,102.68
0.55,2.6,3.2,1.67,13.33,60.06,102.56
0.52,2.46,3.14,2.09,13.83,78.06,102.42
0.67,3.18,3.22,1.95,13.4,70.94,102.51
0.69,3.23,3.21,1.71,12.7,71.5,102.52
0.68,3.2,3.27,3.38,11.94,66.62,102.41
0.4,1.9,3.16,3.01,12.83,61.25,102.05
0.66,3.13,3.21,3.11,13.03,71.62,101.91
0.67,3.19,3.19,4.02,12.51,69.75,102.04
0.7,3.36,3.31,6.09,12.42,56.62,101.72
0.67,3.23,3.36,5.34,12.16,59.25,101.23
0.61,2.93,3.14,6.3,13.79,67.88,100.66
0.67,3.26,3.31,6.45,14.43,45.19,100.23
0.29,1.4,3.35,5.41,12.88,52.38,100.41
0.68,3.3,3.32,5.77,10.64,61,101.28
0.7,3.42,3.63,4.83,11.44,53.62,101.29
0.39,1.93,3.28,5.34,13.73,42.31,101.05
0.7,3.49,3.51,3.96,14.62,51.31,101.17
0.7,3.47,3.44,5.91,13.83,56.25,101.22
0.7,3.52,3.56,2.98,13.78,60.12,101.26
0.58,2.91,3.6,2.77,13.3,75,101.85
0.69,3.48,3.51,2.2,12.45,78.44,101.74
0.56,2.86,3.5,4.34,13.37,70.75,100.96
0.52,2.69,3.75,6.34,10.3,58.75,100.78
0.6,3.1,3.8,6.41,9.33,57.69,101.4
0.69,3.57,3.71,4.39,9.35,56.75,101.52
0.68,3.57,3.77,5.05,9.78,45,101.02
0.69,3.64,3.79,2.02,9.9,69.5,101.46
0.66,3.48,3.7,2.43,10.51,63.88,101.47
0.66,3.54,3.76,2.89,11.59,71.69,102.05
0.65,3.51,3.82,2.24,11.85,71.81,102.67
0.6,3.25,3.8,3.08,12.13,70.5,102.7
0.71,3.91,3.95,1.97,10.78,73.31,102.86
0.73,4.06,4.03,4.16,11.14,63.56,102.66
0.7,3.93,4.07,2.92,10.84,56.5,102.47
0.43,2.43,4.03,1.86,11.12,53.62,102.37
0.72,4.07,4.03,1.67,13.09,64.81,102.42
0.59,3.37,3.88,1.36,13.51,79.81,102.38
0.65,3.72,3.9,1.85,12.78,76.25,102.24
0.71,4.14,4.14,1.48,13.41,69.62,102.33
0.73,4.26,4.25,1.66,13.33,73,102.31
0.72,4.25,4.22,3.46,13.62,64.31,101.79
0.67,4.02,4.5,4.88,12.29,63.25,102.08
0.74,4.49,4.52,2.59,10.32,61.56,102.39
0.6,3.63,4.59,2.58,10.47,51.44,102.37
0.61,3.74,4.09,4.95,12.54,43.19,101.66
0.73,4.51,4.58,2.86,11.99,61.25,101.75
0.72,4.46,4.52,4.82,11.92,50.62,101.92
0.67,4.21,4.47,5.12,13.3,48.75,101.12
0.69,4.36,4.42,4.23,15.69,62.81,100.92
0.65,4.17,4.66,4.06,17.53,56.88,100.78
0.46,2.97,4.48,5.3,17.5,57.31,100.5
0.54,3.53,4.39,5.1,17.81,58.88,99.98
0.67,4.39,4.86,4.31,14.99,55.69,99.99
0.72,4.77,4.82,3.29,13.38,45.31,100.82
0.54,3.61,4.43,5.05,12.07,65.94,101.19
0.75,5.04,5.1,3.81,11.81,53.25,101.49
0.74,5.04,5.11,1.6,12.25,43,101.72
0.76,5.19,5.18,2.76,12.43,71.75,102.2
0.61,4.23,4.96,1.15,14.41,63.06,102.35
0.45,3.09,4.94,2.25,15.97,42.88,101.72
0.4,2.83,4.51,3.55,15.68,48.12,101.09
0.73,5.15,5.2,2.96,14.01,57.38,101.44
0.71,5.13,5.28,4.28,14.46,43.19,100.96
0.72,5.23,5.42,1.83,13.82,57.56,100.91
0.69,5,5.15,3.98,15.1,40.81,99.95
0.62,4.62,4.96,5.98,13.36,36.12,99.45
0.75,5.57,5.58,5.32,11.98,43.38,100.57
0.56,4.19,5.38,3.55,12.83,49.06,101.26
0.7,5.31,5.52,3.96,13.11,49.5,101.33
0.73,5.51,5.68,3.4,14.3,47,100.67
0.75,5.76,5.92,1.77,13.62,58,100.77
0.65,5.03,5.61,3.38,15.77,41.94,100.22
0.76,5.89,5.97,3.62,14.65,51.88,99.98
0.77,6.04,6.03,2.16,11.58,51.5,100.39
0.59,4.65,5.95,2.44,12.37,41.25,100.41
0.73,5.82,5.91,4.24,11.92,51.69,100.65
0.39,3.13,5.84,5.6,11.12,52.88,100.02
0.57,4.65,6.01,5.83,10.6,61.69,99.96
0.53,4.36,5.9,3.48,12.58,67.31,100.47
0.63,5.23,5.89,3.77,13.54,60.94,100.85
0.7,5.75,6.08,1.68,13.4,59.06,101.25
0.72,6.02,6.12,2.81,16.01,39.12,101.12
0.7,5.84,6.03,1.81,15.46,58.19,100.82
0.66,5.54,6.06,2.14,14.94,73.88,101.14
0.7,6.02,6.26,1.36,15.3,65.94,101.18
0.71,6.09,6.29,2.12,17.35,49.94,101.11
0.71,6.17,6.37,3.56,19.44,37.94,100.83
0.66,5.78,5.75,4.91,21.8,26.62,100.01
0.4,3.49,3.79,8.65,21.95,30,99.16
0.61,5.37,6.2,7.28,17.33,48.06,99.55
0.65,5.77,6.53,3.06,16.49,48.56,100.25
