ALLSKY_KT,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M,T2M,RH2M,PS
0.62,6.46,6.59,2.75,17.66,45.81,100.36
0.64,6.7,6.64,3.51,16.15,55.56,100.77
0.52,5.4,6.51,2.48,16.42,60.69,100.95
0.49,5.23,7.41,1.66,16.63,60.75,101.21
0.62,6.62,6.55,2.18,17.02,51.56,101.45
0.61,6.5,6.36,3.23,18.38,42.31,100.84
0.59,6.23,6.89,3.74,23.41,29.25,99.85
0.65,6.92,6.84,4.15,18.23,58.81,100.19
0.57,6.17,7.04,4.45,16.35,64.19,100.71
0.58,6.26,6.21,2.32,18.49,59.94,100.63
0.56,6.05,6.04,3.5,20.55,60.5,100.17
0.58,6.28,6.27,2.33,16.33,53.19,100.82
0.59,6.45,6.34,4.62,18.33,69.69,100.23
0.57,6.25,6.36,4.73,19.49,73.06,99.77
0.56,6.17,6.17,4.16,17.94,54.06,100.45
0.61,6.72,6.42,4.2,18.14,63.06,100.97
0.61,6.69,6.55,6.92,17.6,68.06,100.97
0.29,3.23,7.22,7.2,15.9,68.19,100.95
0.45,4.98,6.79,3.34,17.76,59,101.04
0.59,6.48,6.47,2.24,19.12,49,101.23
0.58,6.42,6.5,3.41,21.78,37.31,100.95
0.56,6.27,6.48,4.31,18.48,56.19,100.96
0.55,6.06,6.05,4.45,18.12,59.88,101
0.45,5.05,7.06,2.98,17.71,51.75,101.24
0.57,6.38,6.48,2.84,17.87,52.81,101.59
0.46,5.17,6.5,4.6,18.13,60.56,102
0.51,5.73,7.14,4.38,17.96,60.12,102.08
0.45,5.11,7.53,3.63,17.88,61.56,101.41
0.59,6.73,6.77,3.48,20.87,48.62,100.89
0.6,6.8,6.87,3.84,20.66,58,101.2
0.61,6.87,7.01,4.02,19.77,64.88,101.47
0.43,4.87,6.87,3.95,20.36,70.69,101.18
0.5,5.65,7.39,3.77,20.05,71.81,101.09
0.6,6.81,7.38,3.93,19.8,71.12,100.91
0.45,5.17,6.99,3.96,20.77,77.94,100.6
0.48,5.53,7.58,6.06,20.09,81.5,100.46
0.24,2.72,7.72,5.29,20.83,80.25,100.28
0.43,4.93,6.91,4.95,21.61,74.12,100.33
0.41,4.65,7.5,3.57,21.15,73.88,100.63
0.59,6.68,7.66,3.18,21.62,69.19,100.94
0.66,7.61,7.68,2.76,23.14,58.44,101.22
0.49,5.65,7.71,2.35,26.56,42.31,101.13
0.63,7.23,7.26,3.15,29.13,33.06,100.58
0.61,7.02,7.35,3.95,27.37,40,100.22
0.62,7.11,7.11,3.28,23.8,51.31,101.01
0.64,7.35,7.35,2.91,23.82,53.69,101.03
0.66,7.59,7.61,3.16,24.36,56.69,101.04
0.64,7.39,7.4,3.44,24.46,58.81,101.14
0.55,6.39,7.09,3.33,23.08,67,101.07
0.21,2.41,7.92,2.2,23.17,64,100.96
0.43,4.97,6.33,2.02,26.79,50.75,100.77
0.56,6.46,7.06,2.73,26.96,61.31,100.57
0.4,4.61,7.18,4.34,26.49,63.94,100.41
0.62,7.24,7.27,7.12,24.58,62.56,100.62
0.5,5.79,7.44,7.48,24.13,46.88,100.65
0.42,4.87,8.04,5.95,23.01,50.94,100.77
0.63,7.27,7.58,6.45,21.83,63.62,100.95
0.31,3.57,7.46,6.52,22.48,68.19,101.11
0.6,6.89,6.89,5.28,23.6,63.62,101.24
0.62,7.19,7.02,4.16,24.16,62,101.24
0.61,7.02,7.01,3.2,24.92,57.31,101.24
0.63,7.32,7.34,2.69,26.17,53.5,101.11
0.59,6.76,6.75,1.77,27.98,45.19,100.69
0.62,7.09,7.02,3.59,28.2,45.31,100.48
0.65,7.46,7.22,5.58,24.78,48,100.98
0.61,7.01,6.68,5.44,23.01,50.75,101.48
0.59,6.79,6.79,4.12,22.62,56.94,101.47
0.59,6.84,6.82,3.23,23.4,54.19,101.07
0.61,6.96,6.95,3.08,24.77,54.81,100.87
0.57,6.51,6.57,1.91,28.07,54.81,100.85
0.58,6.59,6.64,2.39,28.16,54.69,100.84
0.58,6.58,6.57,2.73,28.2,48.38,100.84
0.59,6.8,6.45,3.57,26.51,59.25,101.06
0.44,4.99,6.98,2.22,28,55.44,101.2
0.62,7.04,7.16,2.77,27.98,51.88,101.12
0.66,7.49,7.48,3.81,27.3,57.56,101.08
0.65,7.38,7.34,3.99,26.48,69.25,101.14
0.64,7.25,7.35,3.82,26.4,68,101.2
0.64,7.21,7.2,1.74,28.24,51,101.13
0.57,6.41,6.38,0.98,30.58,32.88,100.78
0.59,6.61,6.56,3.32,29.55,45.12,100.53
0.58,6.55,6.53,3.35,27.67,49.19,100.76
0.58,6.53,6.48,2.27,28.65,46.94,100.88
0.58,6.47,6.46,2.18,30.69,40.56,100.76
0.59,6.54,6.52,2.55,29.77,49.38,100.75
0.59,6.65,6.58,3.02,28.21,58.56,100.84
0.58,6.44,6.38,2.29,29.05,51.06,100.84
0.55,6.18,6.18,1.74,30.73,40.38,100.77
0.56,6.27,6.26,1.55,33.9,30.12,100.67
0.54,6.01,6.16,1.86,34.46,36.06,100.55
0.55,6.07,6.2,3.3,31.26,57.12,100.6
0.54,5.99,6.17,3.98,31.01,49.5,100.5
0.57,6.25,6.09,4.44,28.44,57.62,100.62
0.6,6.63,6.46,3.7,27.16,51.88,100.53
0.59,6.41,6.3,2.23,29.3,46.56,100.34
0.61,6.68,6.82,4.83,29.1,63.5,100.48
0.65,7.07,6.9,4.07,32.38,55.5,100.2
0.69,7.51,7.52,5.37,28.69,49.94,100.84
0.7,7.53,7.54,2.59,28.8,44.56,100.97
0.62,6.75,6.74,2.43,29.1,42.88,100.95
0.66,7.21,7.24,3.02,27.69,52.88,101.05
0.7,7.46,7.45,2.45,28.37,51.38,101
0.64,6.9,6.79,2.95,28.05,55.62,100.95
0.62,6.61,6.63,2.66,29.05,49.69,100.81
0.62,6.56,6.53,3.11,29.26,48.19,100.54
0.65,6.9,6.94,4.72,29.32,53.31,100.47
0.64,6.78,6.26,5.58,28.24,65.25,100.95
0.65,6.86,6.91,4.86,28.3,65.62,101.13
0.62,6.48,6.24,3.65,29.07,60.44,100.94
0.64,6.71,7.22,4.96,29.35,57.5,100.62
0.66,6.98,7.04,6.61,28.26,62.81,100.79
0.66,6.87,7.02,5.57,28.22,61.94,100.9
0.62,6.42,6.42,3.55,28.76,57.56,100.81
0.59,6.14,6.11,3.26,28.03,62.88,100.9
0.6,6.17,6.09,2.45,28.42,58,100.95
0.61,6.25,6.34,2.38,29.78,51.5,100.85
0.59,6.09,6.09,2.97,29.15,58.19,100.94
0.56,5.71,5.92,2.72,29.02,56.56,100.91
0.59,6.02,6.03,3.67,28.01,60.56,100.9
0.62,6.24,6.32,3.62,27.69,68.88,101.16
0.53,5.37,5.93,3.16,27.86,65.69,101.29
0.62,6.17,6.17,1.88,28.62,53.56,101.1
0.59,5.94,5.91,2.07,29.44,41.94,100.97
0.61,6.07,6.03,2.55,29.71,49.88,101.02
0.6,5.94,5.92,2.23,30.56,43.88,101.01
0.57,5.64,5.64,1.48,31.88,30.94,100.78
0.58,5.63,5.79,2.66,32.49,37.44,100.74
0.48,4.69,6.75,3.95,28.4,69.62,101.14
0.55,5.3,5.78,4.09,28.38,65.25,101.22
0.61,5.86,5.95,2.95,29.55,58.88,101.16
0.69,6.6,6.68,4.04,28.33,63.19,101.22
0.48,4.51,6.44,3.8,26.73,66.62,101.23
0.6,5.71,6.13,2.55,27.12,70.81,101.3
0.59,5.51,6.19,2.45,28.34,62.75,101.33
0.5,4.68,5.28,3.02,29.43,52.31,100.97
0.54,5.06,5.94,3.81,25.91,63.88,100.82
0.59,5.5,5.33,4.2,26.12,62.31,101.16
0.58,5.37,5.38,2.83,26.41,61.38,101.52
0.6,5.52,5.52,2.16,27.55,52.88,101.4
0.57,5.23,5.4,3.82,29.64,35,101.02
0.54,4.88,5.3,2.7,28.47,58.38,101.06
0.52,4.63,5.92,2.27,29.13,57.56,101.08
0.52,4.7,5.48,3.73,27.6,68.69,101.09
0.55,4.86,5.49,4.62,26.21,72.69,101.16
0.59,5.22,5.16,2.31,24.8,65.88,101.19
0.59,5.19,5.18,2.13,24.24,69.25,101.17
0.56,4.9,4.88,2.34,25.01,64.31,100.99
0.57,4.94,4.91,2.84,25.33,68.44,100.93
0.58,5,5.01,2.81,26.28,69.88,101
0.59,5.01,5,2.34,27.76,62.56,101.02
0.5,4.24,5.07,2.72,28.25,53.5,100.91
0.48,4.02,5.3,3.2,27.05,62.31,100.86
0.52,4.43,5.11,2.49,26.74,61.62,100.65
0.59,4.92,4.9,2.89,27.38,61.69,100.67
0.58,4.77,4.72,3.41,25.89,73.38,100.78
0.55,4.54,4.98,3.1,25.45,72.12,100.47
0.58,4.7,4.73,3.11,27.71,49.44,99.99
0.34,2.73,4.95,4.82,30.37,25,99.98
0.55,4.37,4.5,4.52,25.77,54.5,100.6
0.28,2.25,5.43,5.81,24.11,66.5,101.15
0.56,4.47,4.5,6.17,23.92,69.44,101.44
0.55,4.33,4.41,4.34,23.92,70.69,101.37
0.56,4.4,4.42,3.05,22.87,64.56,100.98
0.51,3.91,5.07,3.82,23.94,62.12,100.63
0.52,4.02,4.32,5.84,24.73,67.75,100.64
0.56,4.28,4.88,1.99,23.51,62.81,100.78
0.53,4.03,4.2,2.76,25.1,54.5,100.83
0.55,4.1,4.42,3.38,26.19,53.06,100.95
0.23,1.68,5.07,1.83,24.54,43.88,100.96
0.38,2.79,5.04,1.23,23.94,58.88,100.68
0.54,3.95,4.12,1.82,23.73,52.44,100.64
0.55,4.04,4.44,3.19,24.42,60.88,100.52
0.52,3.72,4.08,2.59,24.18,69.25,100.51
0.37,2.6,4.82,4.73,24.31,75.75,100.81
0.3,2.13,4.32,3.53,24.78,79.94,100.99
0.39,2.73,4.46,3.68,23.85,82.25,101.02
0.21,1.47,4.69,4.76,23.87,56.12,100.29
0.41,2.87,3.77,4.27,20.3,60.19,100.48
0.57,3.91,4.74,2.79,17.4,52.88,101.08
0.54,3.65,4.26,1.61,17.64,46.31,101.17
0.55,3.76,4.02,3.03,19.83,64.81,101.2
0.59,3.9,4.01,1.84,20.48,69,101.3
0.59,3.92,3.96,1.87,22.28,69.94,101.14
0.54,3.52,3.92,2,22.94,67.5,100.76
0.57,3.72,4.02,1.59,23.38,61.94,100.81
0.36,2.33,4.38,3.02,22.1,76.69,100.99
0.61,3.89,4,4.22,19.9,66.12,101.11
0.51,3.24,3.82,3.51,19.72,59.44,101.24
0.48,3,4.4,2.33,19.03,57.62,101.35
0.5,3.14,3.68,3.42,19.6,59.5,101.34
0.46,2.87,4.14,3.73,18.68,73.38,101.77
0.57,3.48,3.63,2.72,19.52,63.06,101.66
0.62,3.74,3.76,4.53,19.37,53.56,101.05
0.59,3.56,3.68,5.11,19.67,51.06,100.68
0.25,1.51,4.16,3.88,17.52,67.94,101.19
0.47,2.79,3.36,6.07,15.76,58.12,101.72
0.55,3.25,3.72,3.3,15.79,58.94,101.73
0.61,3.57,3.59,2.55,15.84,59.25,101.41
0.59,3.36,3.56,1.79,15.68,57.44,101.4
0.62,3.51,3.56,4.48,17.53,67.88,101.81
0.62,3.5,3.67,4.77,18.17,72.88,101.9
0.49,2.77,3.73,3.48,17.98,63.38,101.51
0.6,3.37,3.59,2.58,18.79,46.56,101.12
0.58,3.19,3.36,2.47,17.43,61.38,101.03
0.61,3.36,3.42,5.88,16.9,58.75,100.62
0.59,3.22,3.27,2.94,16.52,62.62,100.89
0.56,3.04,3.18,1.79,16.18,60.5,101.39
0.6,3.23,3.26,3.69,16.12,56.25,100.93
0.55,2.96,3.18,4.16,16.75,52.56,100.37
0.54,2.86,3.18,4.27,14.44,55.06,100.6
0.59,3.12,3.2,2.12,13.16,52.62,100.99
0.12,0.63,3.69,4.8,14.62,73,100.48
0.62,3.25,3.38,6.88,11.38,65.62,101.03
0.62,3.23,3.27,5.31,10.97,50.62,101.54
0.63,3.24,3.28,3.77,12.34,44.31,101.62
0.66,3.37,3.47,1.38,14.2,37.38,101.74
0.73,3.7,3.72,1.41,15.13,56.12,101.75
0.51,2.57,3.52,2.23,15.4,52.56,101.41
0.51,2.55,3.41,1.65,16.22,44.62,100.85
0.64,3.17,3.18,1.92,14.87,71.06,100.92
0.63,3.14,3.17,1.42,14.69,66.69,101.14
0.57,2.81,2.93,1.47,15.15,68.44,101.17
0.64,3.14,3.43,1.84,13.29,70.38,101.29
0.64,3.1,3.12,2.55,12.83,59.19,101.24
0.62,3.02,3.21,4.2,12.57,64.06,101.13
0.55,2.62,3.06,6.11,10.79,64.81,101.67
0.56,2.69,3.08,3.4,10.8,56.5,101.87
0.23,1.11,3.37,3.41,10.33,63.31,101.35
0.55,2.63,3.25,5.05,11.2,65.12,101.75
0.34,1.63,3.08,2.55,10.94,66.81,102.34
0.48,2.24,3,1.57,10.76,68.06,102.46
0.23,1.11,3.28,1.77,10.62,74.88,102.59
0.38,1.78,3.33,2.05,11.59,73.25,102.58
0.34,1.58,3.23,1.25,11.51,73.81,102.29
0.45,2.09,3.12,2.12,10.8,65.06,101.97
0.35,1.66,3.34,1.7,10.93,72.88,101.96
0.61,2.85,3.06,2.75,11.12,72.56,102.2
0.52,2.4,2.95,4.16,11.48,73.31,101.79
0.61,2.85,3.02,4.54,12.1,71.31,101.43
0.51,2.37,3.22,5.3,11.97,66.31,101.49
0.25,1.17,3.31,4.84,12.91,71.44,101.07
0.65,3.02,3.02,3.74,14.9,74.69,101.22
0.65,3.05,3.05,2.59,13.23,72.44,101.64
0.41,1.94,2.9,4.56,12.21,70.06,101.84
0.56,2.64,2.94,5.07,10.19,65.81,102.3
0.64,3,3,5.58,8.33,63.25,101.82
0.61,2.87,3.03,3.78,10.58,66.88,101.45
0.49,2.34,3.05,4.19,9.87,70.75,102.13
0.57,2.7,3.07,3.4,8.6,73.5,102.8
0.66,3.16,3.17,2.63,8.47,68.69,102.67
0.59,2.79,3.07,2.07,9.52,70.56,102.79
0.59,2.83,3.07,2.08,12.26,71.62,103.14
0.54,2.6,3.02,1.55,10.62,69,103.11
0.55,2.63,3.1,1.56,10,60.31,102.88
0.54,2.61,3.06,1.55,10.51,64.56,102.69
0.55,2.68,3.03,2.41,10.94,76.25,102.5
0.62,3.02,3.15,2.06,11.16,71.38,102.57
0.6,2.96,3.29,2.86,9.41,77.12,102.52
0.62,3.04,3.24,5.6,8.53,77.81,102.08
0.59,2.95,3.34,4.66,9.47,70.38,101.77
0.59,2.95,3.19,1.35,9.91,64.75,101.81
0.6,3.01,3.17,1.62,11.14,54.38,101.72
0.54,2.72,3.36,1.52,10.4,62.5,101.89
0.55,2.76,3.4,1.1,11.08,63.25,101.95
0.54,2.73,3.41,2.05,11.78,78.69,101.91
0.42,2.17,3.72,3.09,12.26,81.5,101.95
0.13,0.71,3.78,2.77,11.19,88.56,101.64
0.44,2.27,3.78,3.55,10.73,85.06,101.66
0.63,3.32,3.58,3.39,10.98,76.31,101.75
0.66,3.47,3.58,5.37,9.61,70.81,101.22
0.63,3.35,3.48,5.02,9.4,64.62,100.93
0.62,3.36,3.57,2.65,9.98,59.94,101.35
0.39,2.12,3.84,1.86,11.46,71.56,101.49
0.28,1.54,3.69,1.74,11.83,71.44,101.29
0.6,3.31,4.07,4.44,10.62,60.69,101.18
0.26,1.44,4.02,2.77,9.35,67.06,100.8
0.4,2.21,3.54,2.06,9.27,80.25,100.61
0.27,1.55,3.98,3.23,10.51,83.81,100.75
0.34,1.9,3.96,4.65,12.75,88.19,101.31
0.5,2.84,4.14,3.34,11.34,87.75,101.65
0.72,4.12,4.23,1.96,10.73,75.56,101.67
0.43,2.49,3.94,2.09,11.09,69.38,101.59
0.4,2.32,4.25,2.88,10.37,78.5,101.85
0.64,3.79,4.14,1.44,9.95,65,102.32
0.66,3.96,4.04,5.17,10.81,64.06,101.81
0.58,3.47,3.82,3.55,10.72,63.62,101.44
0.51,3.08,3.78,1.38,11.51,77.12,101.85
0.61,3.75,4.01,1.98,11.16,80.38,102.02
0.55,3.44,4,2.28,12.18,80.31,102.06
0.58,3.61,4.17,3.26,12.33,85.12,102.12
0.59,3.73,4.33,2.66,12.64,81.81,102
0.68,4.31,4.33,1.88,12.98,80.62,101.99
0.68,4.35,4.4,2.1,13.44,67.94,101.74
0.66,4.25,4.36,4.14,13.13,58.81,101.52
0.52,3.34,4.68,3.51,13.01,56.19,101.66
0.65,4.28,4.36,2.4,11.92,62.69,102.09
0.61,4.02,4.52,4.07,12.25,55.56,101.94
0.64,4.28,4.38,2.66,12.69,55.69,101.33
0.62,4.14,4.42,3.12,11.37,64.62,101.48
0.36,2.47,4.92,4.45,12.55,78,101.07
0.29,2,4.79,5.2,14.15,88.44,100.38
0.08,0.55,5.04,4.79,12.87,84.5,100.57
0.55,3.8,5.11,5.51,10.74,67.06,101.98
0.57,4.02,4.56,3.22,10.39,63.56,102.68
0.67,4.76,4.98,3.46,10.88,59.62,102.54
0.52,3.67,4.26,3.72,11.33,54.5,102.02
0.62,4.51,4.57,2.11,12.05,60.69,101.92
0.46,3.36,4.81,3.77,13.22,85.81,101.79
0.48,3.48,4.8,4.88,13.07,80.5,101.74
0.33,2.41,5.34,5.46,12.59,83.44,102.07
0.25,1.89,5.38,4.59,13.44,82.94,102.11
0.34,2.55,5.43,5.73,13.77,86.75,101.76
0.24,1.87,5.46,3.55,14.67,75.88,101.6
0.17,1.32,5.52,2.83,14.18,90.88,101.63
0.34,2.59,5.23,1.09,15.03,74.88,101.52
0.4,3.08,5.19,4.62,14.94,83.19,101.24
0.52,4.1,5.73,6.85,14.67,84.94,101.12
0.3,2.32,5.78,7.2,14.08,86.94,101.43
0.09,0.67,5.71,5.88,13.86,86.31,101.54
0.12,0.99,5.77,6.74,13.26,88.56,101.6
0.39,3.18,5.81,4.32,12.79,78.06,101.83
0.55,4.54,5.78,1.83,12.8,65.5,101.95
0.66,5.46,5.7,2.36,14.39,57.75,101.75
0.67,5.58,5.66,3.68,14.26,52.56,101.47
0.62,5.23,5.39,1.98,15.38,54.25,101.32
0.64,5.39,5.42,2.52,15.74,61.62,101.27
0.55,4.69,5.08,3.38,14.29,73.19,101.54
0.62,5.31,5.38,3.74,12.51,64.5,101.7
0.53,4.54,5.43,1.59,14.01,56.69,101.34
0.55,4.8,5.22,3.17,13.19,72.5,101.67
0.63,5.54,5.55,1.64,13.86,66.69,101.89
0.64,5.59,5.61,1.96,15.89,57.38,101.44
0.65,5.72,5.73,1.61,15.73,59,100.77
0.65,5.74,5.74,4.14,17.21,45.94,99.61
0.6,5.35,5.82,4.84,19.25,41.19,99.31
0.56,5.08,5.51,5.75,15.47,46.12,99.51
0.47,4.24,6.08,7.63,13.79,46.56,99.43
0.58,5.28,5.49,6.23,12.98,49.31,99.93
0.64,5.9,5.92,4.34,13.45,48.06,100.65
0.66,6.05,6.09,4.68,14.01,40.75,100.56
0.64,5.92,5.94,5.19,18.09,35.75,99.66
0.5,4.65,6.35,3.88,15.76,50.81,99.74
0.63,5.93,6.14,3.37,16.56,52.75,100.65
0.63,5.94,5.85,2.48,17.94,45.62,100.71
0.64,6.07,6.01,3.66,19.68,45.12,99.96
0.61,5.79,5.84,2.81,18.09,56.31,99.81
0.55,5.31,6.26,2.3,17.11,65.75,99.92
0.52,4.96,6.6,4.05,16.41,54.06,100.05
0.42,4.1,7.13,6.12,16.72,54.31,99.61
0.58,5.62,7.27,6.22,15.83,58.38,99.44
0.3,2.89,7.19,5.04,14.49,61.81,99.83
0.5,4.95,7.23,4.95,15.71,57.25,100.36
0.62,6.13,6.21,2.8,16.26,50.5,100.92
0.66,6.54,6.65,2.59,15.44,58.19,101.42
0.63,6.29,6.26,1.31,16.8,54.88,101.58
0.65,6.49,6.5,2.63,18.13,45.62,101.35
0.59,5.92,5.92,4.56,19.16,42.56,100.82
0.32,3.25,7.26,4.48,14.44,52.94,101.05
0.41,4.23,7.38,5.3,13.06,58.19,100.86
0.62,6.31,7.56,4.8,14.92,55.38,100.73
0.63,6.48,6.41,2.54,16.01,56.12,101.19
0.65,6.67,6.69,2.02,17.86,55.5,101.53
0.66,6.75,6.76,1.8,19.65,49.88,101.29
0.52,5.39,7.15,1.73,21.94,36.06,100.81
0.65,6.78,6.92,2.41,23.44,40.5,100.75
0.18,1.87,7.51,2.32,20.12,64.31,101.08
0.38,4.02,7.42,2.52,20.26,66.56,101.27
0.66,7.03,7.05,3.58,20.2,68.44,101.24
0.7,7.35,7.37,2.32,20.34,62.12,101.05
0.61,6.49,6.63,1.98,21.51,47.88,100.61
0.42,4.46,7.5,5.46,15.33,60.38,101.01
0.31,3.37,7.33,2.84,16.46,51.19,100.94
0.55,5.88,6,2.39,17,54.75,100.46
0.48,5.24,7.4,4.13,17.41,65.12,100.26
0.38,4.04,7.51,8.74,17.8,75.5,99.77
0.19,1.99,7.66,6.34,17.82,74.44,99.99
0.59,6.39,7.12,4.39,19.78,57.44,101.05
0.5,5.47,6.28,1.91,20.39,47.69,101.15
0.6,6.54,7.12,2.24,19.8,55.44,100.76
0.58,6.35,7.24,2.89,19.04,64.06,100.75
0.53,5.86,6.69,4.73,18.5,71.5,100.91
0.36,3.94,7.61,4.11,18.81,71.81,101.06
0.62,6.89,6.8,3.55,19.7,67.06,101.27
0.62,6.86,6.81,3.86,19.58,63.12,101.51
0.62,6.9,6.9,2.46,19.95,66.5,101.51
0.6,6.7,6.85,2.23,20.86,66.06,101.44
0.65,7.21,7.06,4.11,20.11,67.12,101.54
0.62,6.89,6.9,1.42,20.87,55.38,101.6
0.52,5.78,7.04,2.82,23.12,40.38,100.97
0.44,4.89,6.6,3.31,22.33,54.69,100.81
0.52,5.81,7.03,3.93,21.65,64.81,100.88
0.44,4.88,7.25,2.29,23.31,61.94,100.71
0.48,5.47,6.62,2.84,23.65,58.69,100.63
0.56,6.36,7.69,2.21,22.89,58.88,100.55
0.56,6.38,8.14,5.75,20.22,77.75,100.46
0.4,4.54,8.15,7.17,19.36,74.62,100.01
0.53,6.01,8.2,3.73,20.23,66.5,100.59
0.59,6.6,7.8,1.77,21.92,61.94,100.8
0.63,7.22,7.98,2.2,24.33,50.94,100.79
0.6,6.87,8.06,2.62,25.94,50.19,100.89
0.62,7.04,7.67,3.39,27.26,38.94,100.78
0.66,7.53,7.76,3.84,27.82,33.94,100.47
0.5,5.74,7.61,3.15,28.82,32,99.75
0.62,7.12,7.24,5.15,24.16,59.06,100.28
0.66,7.53,7.91,3.78,21.23,68.56,100.88
0.65,7.43,7.46,4.78,22.37,68.25,100.73
0.61,6.97,6.97,3.82,22.15,61.12,101.16
0.52,5.99,7.42,3.77,22.74,61,100.94
0.5,5.7,6.8,3.98,24.43,61.56,100.19
0.48,5.51,7.4,4.52,23.05,52.44,100.56
0.41,4.63,8.08,3.99,21.07,66.5,100.57
0.52,5.92,7.61,5.05,22.32,68.94,100.28
0.62,7.09,7.39,2.75,21.94,53.69,100.63
0.65,7.48,7.31,3.04,22.08,55.38,100.78
0.66,7.61,7.64,4.23,23.23,58,100.72
0.45,5.22,7.23,5.76,23.53,64.69,100.77
0.52,5.96,6.24,3.41,25.69,62.62,100.35
0.62,7.07,7.06,4.06,23.7,67.38,100.42
0.58,6.67,7.62,3.45,23.95,59.44,100.52
0.5,5.73,7.44,2.81,23.58,63.81,100.38
0.54,6.2,7.97,0.99,24.43,56.12,100.56
0.66,7.57,7.51,1.95,26.79,45.06,100.83
0.63,7.32,7.33,4.8,28.26,41.94,100.72
0.42,4.89,7.2,3.79,28.82,38.75,100.24
0.56,6.45,6.98,4.7,25.92,54.56,100.44
0.62,7.14,7.23,2.97,24.8,63.75,100.54
0.64,7.35,7.35,5.8,24.62,60.44,100.73
0.62,7.23,7.13,4.38,23.93,55.94,100.91
0.61,7.02,6.99,2.88,24.64,54.62,100.9
0.64,7.36,7.31,3.56,24.73,55.56,100.94
0.57,6.53,6.7,3.17,24.39,53.94,101.04
0.56,6.42,6.76,3.73,24.23,56.5,100.99
0.45,5.14,8.1,4.91,23.92,61.5,100.79
0.62,7.05,7.13,6.52,24.02,67.31,100.48
0.65,7.38,7.38,3.47,24.66,56.69,101.07
0.64,7.33,7.33,2.12,25.54,55.25,100.94
0.51,5.77,6.56,2.43,29.76,38.62,100.18
0.51,5.79,6.69,4.92,26.75,66.25,100.16
0.62,7.14,7.02,7.13,25.88,65.38,100.41
0.63,7.18,7.17,6.52,25.48,59.94,100.55
0.62,7.14,7.05,6.22,24.52,65.44,100.66
0.64,7.26,7.27,4.2,25.35,58.62,100.73
0.59,6.71,7.14,2.14,26.94,48.88,100.72
0.62,6.95,6.77,4.09,25.9,58.94,100.94
0.67,7.62,7.62,3.37,26.15,55.5,101.07
0.68,7.71,7.54,3.26,25.75,56.44,101.12
0.66,7.49,7.38,3.28,25.5,55.81,101.14
0.67,7.55,7.54,2.7,25.32,59.19,101.15
0.61,6.89,6.87,2.56,25.8,56.62,101.2
0.64,7.19,7.19,2.15,26.79,49.75,101.28
0.65,7.28,7.27,2.47,27.57,54.5,101.13
0.64,7.14,7.15,2.62,27.48,53.19,100.77
0.64,7.17,7.13,3.49,27.63,53.38,100.57
0.55,6.19,6.61,5.17,26.83,69.06,100.83
0.63,7.04,7.16,3.23,26.8,64.69,101.01
0.62,6.9,6.9,2.33,27.48,58.88,100.97
0.62,6.83,6.58,2.49,28.22,54.88,100.95
0.59,6.46,6.69,2.67,28.48,59,101.1
0.63,6.95,6.95,2.58,28.9,55.25,101.07
0.64,7,6.96,3.45,28.56,57.56,100.98
0.62,6.88,6.84,3.77,27.53,64.06,101.17
0.62,6.84,6.83,3.87,28.11,59.88,101.27
0.62,6.73,6.71,2.82,28.12,58.81,101.22
0.66,7.24,7.23,1.9,28.57,44.5,101.03
0.67,7.31,7.31,2.23,28.9,47,100.94
0.66,7.15,7.15,1.59,29.75,46.38,100.84
0.62,6.67,6.85,2.46,30.95,42.25,100.85
0.63,6.78,6.9,3.12,29.62,59.31,101.23
0.66,7,7.03,2.79,29.13,57.06,101.24
0.64,6.86,6.85,2.94,28.26,57.75,101.11
0.66,6.96,6.97,3.12,28.13,60.19,101.04
0.66,7.06,7.05,3.2,28.59,61.31,100.89
0.58,6.14,6.16,2.89,29.05,62.12,101.03
0.64,6.78,6.77,3.13,29.47,60.19,101.12
0.65,6.78,6.45,3.51,29.12,61.62,101.21
0.6,6.34,6.26,3.51,29,55.31,101.1
0.59,6.22,6.28,2.77,29.03,51,100.78
0.56,5.82,5.94,2.95,29.7,50.25,100.65
0.67,6.96,6.86,4.64,28.87,59,101.05
0.61,6.31,6.27,4.38,27.94,56.25,101.24
0.61,6.26,6.24,2.98,27.26,59.56,101.08
0.62,6.3,6.25,2.07,27.76,56.12,100.81
0.61,6.23,6.22,1.96,29.4,52.25,100.7
0.6,6.13,6.13,3.05,29.73,55.88,100.79
0.61,6.16,6.14,2.69,29.92,55.81,100.76
0.58,5.83,6.09,1.94,31.2,48.19,100.89
0.62,6.18,6.16,2.3,30.95,55.5,101.13
0.61,6.06,6.05,3.24,29.81,56.81,101.19
0.6,6,5.95,3.07,29.18,58.81,101.09
0.6,5.96,5.94,3.2,30.01,54.88,100.87
0.54,5.28,5.71,2.53,30.56,49.94,100.69
0.67,6.55,6.87,2.88,33.67,30.5,100.4
0.69,6.67,6.72,5.47,29.08,58.5,100.74
0.59,5.7,6.56,3.59,28.48,61.62,100.72
0.7,6.72,6.72,3.66,28.7,59.94,100.96
0.66,6.33,6.14,5.04,27.09,49.56,101.54
0.61,5.86,5.86,3.88,25.86,54.69,101.52
0.63,6,6.01,2.86,26.42,51.31,101.28
0.55,5.17,5.95,3.25,26.78,53.31,101.28
0.64,6.05,5.99,2.74,26.44,47.94,101.23
0.65,6.04,6,3.26,26.6,56.31,101.14
